Restaurant Name,City,Address,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
Annapurna Food Point,New Delhi,"Shop 2/8, DDA Market, Opposite Maharani Bagh, Kilokari, New Friends Colony, New Delhi",New Friends Colony,0.0,0.0,North Indian,200,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Arabian & Turkish Cafí©,New Delhi,"New Friends Colony, New Delhi",New Friends Colony,0.0,0.0,"Turkish, Arabian, Moroccan, Lebanese",400,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Brij Palace Restaurant,New Delhi,"4, Okhla Bus Stand, Jamia Nagar, Near, New Friends Colony, New Delhi",New Friends Colony,77.2912015,28.56308413,North Indian,250,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,2,India
Bruncheez,New Delhi,"112, Hari Nagar Ashram, New Friends Colony, New Delhi",New Friends Colony,0.0,0.0,Fast Food,150,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,2,India
Buena Tierra,New Delhi,"Shop 4, CSC Market, A Block, New Friends Colony, New Delhi",New Friends Colony,0.0,0.0,Bakery,300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,2,India
Cafe Coffee Day,New Delhi,"1st Floor, Escorts Heart Institute, New Friends Colony, New Delhi",New Friends Colony,0.0,0.0,Cafe,450,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,2,India
Chokoreto - The Cake Design Studio,New Delhi,"M-33, Srinivas Puri, New Friends Colony, New Delhi",New Friends Colony,0.0,0.0,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Crazylicious Cakes N Desserts,New Delhi,"A-28, New Friends Colony, New Delhi",New Friends Colony,0.0,0.0,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,2,India
Halal Pizza 'n' Joy,New Delhi,"68, Tikona Park Jamia Nagar, New Friends Colony, New Delhi",New Friends Colony,77.28850622,28.56252021,Pizza,450,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,2,India
Shree Bhojnalaya,New Delhi,"Sarai Julena, Near Red Light, New Friends Colony, New Delhi",New Friends Colony,77.27276199,28.56077074,North Indian,100,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Shree Laxmi Dhaba,New Delhi,"Opposite Fortis Escorts Hospital, Sarai Julena, New Friends Colony, New Delhi",New Friends Colony,77.27276031,28.56047774,North Indian,100,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,3,India
Swaad Restaurant,New Delhi,"D-2/E-321, Near MCD School, Okhla Main Road, New Friends Colony, New Delhi",New Friends Colony,0.0,0.0,"North Indian, Mughlai, Chinese",700,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,2,India
The Bay Leaf,New Delhi,"D-88, Saraia Jullena, Okhla Road, New Friends Colony, New Delhi",New Friends Colony,0.0,0.0,"Chinese, Indian",500,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,1,India
Lotus Pond,New Delhi,"K-185, Surai Jullena, New Friends Colony, New Delhi",New Friends Colony,77.27047574,28.56164062,"Chinese, Seafood, Asian",1800,Indian Rupees(Rs.),Yes,Yes,No,3,4.2,Green,Very Good,391,India
Cafe Turtle,New Delhi,"8, Nizamuddin East Market, Nizamuddin, New Delhi",Nizamuddin,77.2525938,28.5902907,"Cafe, Italian, Lebanese",1000,Indian Rupees(Rs.),No,No,No,3,3.2,Orange,Average,36,India
Gulfam Kashmiri Wazwan,New Delhi,"3, Building 5, Basti, Hazrat Nizamuddin, Nizamuddin, New Delhi",Nizamuddin,77.2440626,28.5910927,Mughlai,300,Indian Rupees(Rs.),No,No,No,1,3.4,Orange,Average,38,India
Kit Care Kabab Corner,New Delhi,"Shop T21, Near Musafir Khaana, Nizamuddin, New Delhi",Nizamuddin,77.2413685,28.5912845,"North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,1,2.9,Orange,Average,10,India
Liter Basar,New Delhi,"Nizamuddin East, Nizamuddin, New Delhi",Nizamuddin,77.2440626,28.591272,Bakery,350,Indian Rupees(Rs.),No,No,No,1,3.1,Orange,Average,7,India
N. Iqbal Restaurant,New Delhi,"268A, Jha Basti Market, Hazrat Nizamuddin West, Nizamuddin, New Delhi",Nizamuddin,77.2435238,28.5916689,"North Indian, Mughlai",350,Indian Rupees(Rs.),No,No,No,1,3.2,Orange,Average,40,India
Ghalib Kabab Corner,New Delhi,"Shop 57, Ghalib Road, Near Lal Mahal, Nizamuddin, New Delhi",Nizamuddin,77.242491,28.5922428,"Mughlai, Biryani",300,Indian Rupees(Rs.),No,No,No,1,3.9,Yellow,Good,251,India
Karim's,New Delhi,"168/2, Jha House Basti, Nizamuddin West, Nizamuddin, New Delhi",Nizamuddin,77.2436513,28.59126791,"Mughlai, North Indian",800,Indian Rupees(Rs.),Yes,Yes,No,2,3.7,Yellow,Good,360,India
Chick Fish Point,New Delhi,"A-58, Baoli Gate, Nizamuddin, New Delhi",Nizamuddin,77.2419073,28.5923217,North Indian,350,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,2,India
Monis Kada Hotel,New Delhi,"House T-4A, Nizammuddin Dargah Market, Nizamuddin, New Delhi",Nizamuddin,77.2440626,28.591272,Mughlai,400,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Comesum,New Delhi,"Railway Station, Nizamuddin West, Nizamuddin, New Delhi",Nizamuddin,77.2530428,28.5896164,"Fast Food, North Indian, South Indian",350,Indian Rupees(Rs.),No,No,No,1,2.2,Red,Poor,251,India
Lunch Express,New Delhi,"Okhla Phase 1, New Delhi",Okhla Phase 1,77.2835266,28.5256742,North Indian,250,Indian Rupees(Rs.),No,No,No,1,3.3,Orange,Average,27,India
Aloo Bhaji Restaurant,New Delhi,"C-19, DDA Sheds, Okhla Phase 1, New Delhi",Okhla Phase 1,0.0,0.0,North Indian,500,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,0,India
Chinese Corner,New Delhi,"A-263, Vishwakarma Colony, MB Road, Near, Okhla Phase 1, New Delhi",Okhla Phase 1,77.28726067,28.50184423,"Chinese, South Indian",300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Gupta Bhojnalya,New Delhi,"HR-227, 60 Feet Road, Pul Pahladpur, Okhla Phase 1, New Delhi",Okhla Phase 1,77.2885264,28.5003643,North Indian,300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Sam's 22,New Delhi,"Shop A-3/A1, Main Road, Vishwakarma Colony, Okhla Phase 1, New Delhi",Okhla Phase 1,77.28724223,28.50129443,"Fast Food, Beverages",250,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
The Bakery,New Delhi,"A-47, Vishwakarma Colony, Near Okhla Phase 1, New Delhi",Okhla Phase 1,77.287153,28.5014785,Bakery,300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Twenty Four Seven,New Delhi,"Jai Sai Motors, Indian Oil Petrol Pump, Near Hotel Crowne Plaza, Okhla Phase 1, New Delhi",Okhla Phase 1,77.2729071,28.5275256,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Vishal Snacks,New Delhi,"A-1, Vishwakarma  Colony, Near BSES Complaint Center, Okhla Phase 1, New Delhi",Okhla Phase 1,77.287037,28.501281,"North Indian, Chinese, South Indian",300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Chawla Dhaba,New Delhi,"P-38, Industrial Area, Okhla Phase 2, New Delhi",Okhla Phase 2,77.2800843,28.5357956,North Indian,500,Indian Rupees(Rs.),No,Yes,No,2,3.0,Orange,Average,10,India
Shri Gupta'z,New Delhi,"6, DSIDC Market, Scheme 3, Okhla Industrial Area, Okhla Phase 2, New Delhi",Okhla Phase 2,77.2806012,28.5370818,"Mughlai, North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,2,3.2,Orange,Average,18,India
The Golden Leaf,New Delhi,"C-42, Industrial Area, Okhla Phase 2, New Delhi",Okhla Phase 2,77.2781976,28.5345304,"North Indian, Fast Food",700,Indian Rupees(Rs.),No,No,No,2,3.0,Orange,Average,6,India
Red Moon Bakery,New Delhi,"Okhla Industrial Area, Okhla Phase 2, New Delhi",Okhla Phase 2,77.2759158,28.5327507,"Bakery, Desserts",400,Indian Rupees(Rs.),No,No,No,1,3.5,Yellow,Good,26,India
Cafe Point,New Delhi,"C-42, Main Road, Industrial Area, Okhla Phase 2, New Delhi",Okhla Phase 2,77.278399,28.5344146,"Fast Food, Beverages",100,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
TLC Kitchen,New Delhi,"Okhla Phase 2, New Delhi",Okhla Phase 2,77.2753817,28.5378847,Healthy Food,600,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,2,India
Berco's,New Delhi,"2nd Floor, Food Court, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1064348,28.642553,"Chinese, Thai",1100,Indian Rupees(Rs.),Yes,No,No,3,3.1,Orange,Average,5,India
Bikano Chat Cafe,New Delhi,"Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1065259,28.6421961,"North Indian, Street Food, South Indian, Fast Food, Chinese",500,Indian Rupees(Rs.),No,No,No,2,2.6,Orange,Average,55,India
BonJuz,New Delhi,"Food Court, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1065016,28.6426602,"Healthy Food, Juices",200,Indian Rupees(Rs.),No,No,No,1,3.1,Orange,Average,8,India
Cafe Coffee Day - The Lounge,New Delhi,"Ground Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1068818,28.6417977,Cafe,750,Indian Rupees(Rs.),No,No,No,2,2.6,Orange,Average,29,India
Chicago Pizza,New Delhi,"2nd Floor, Food Court, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1064258,28.6426643,Pizza,800,Indian Rupees(Rs.),No,No,No,2,3.2,Orange,Average,69,India
Domino's Pizza,New Delhi,"Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1059714,28.6423028,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,2,3.3,Orange,Average,69,India
Dosa Village,New Delhi,"2nd Floor, Food Court, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.106404,28.6426609,South Indian,500,Indian Rupees(Rs.),No,No,No,2,3.2,Orange,Average,36,India
Dunkin' Donuts,New Delhi,"Pacific Mall, Second Floor, Subhash Nagar, New Delhi","Pacific Mall, Tagore Garden",77.1064285,28.6424049,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,No,No,2,3.4,Orange,Average,36,India
Gelato Italiano,New Delhi,"Food Court, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1064014,28.642365,"Ice Cream, Desserts",200,Indian Rupees(Rs.),No,No,No,1,3.3,Orange,Average,18,India
Gelato Vinto,New Delhi,"1st Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1062108,28.642112,"Desserts, Ice Cream",250,Indian Rupees(Rs.),No,Yes,No,1,2.7,Orange,Average,17,India
Keventers,New Delhi,"SK-2, Food Court, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1065917,28.642704,Beverages,400,Indian Rupees(Rs.),No,No,No,1,3.2,Orange,Average,19,India
KFC,New Delhi,"Ground Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1062245,28.6422203,"American, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,2,2.6,Orange,Average,47,India
Kings Kulfi,New Delhi,"Lower Ground Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1059749,28.6425056,"Desserts, Ice Cream",150,Indian Rupees(Rs.),No,No,No,1,3.3,Orange,Average,18,India
Mr. Sub,New Delhi,"Lower Ground Floor Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1062179,28.6425574,Fast Food,400,Indian Rupees(Rs.),No,No,No,1,2.8,Orange,Average,6,India
Shanghai Moon,New Delhi,"2nd Floor, Food Court, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.106489,28.6421265,Chinese,800,Indian Rupees(Rs.),Yes,No,No,2,2.6,Orange,Average,71,India
The Blue Tandoor,New Delhi,"2nd Floor, Food Court, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1063059,28.6426228,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,No,No,2,2.6,Orange,Average,46,India
Costa Coffee,New Delhi,"6/7, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1065639,28.6424982,Cafe,600,Indian Rupees(Rs.),No,No,No,2,3.6,Yellow,Good,53,India
Giani's,New Delhi,"36, Food Court, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1063609,28.6427806,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,No,No,1,3.9,Yellow,Good,51,India
Hinglish - Cafe Beach Bar,New Delhi,"Ground Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1068457,28.6424495,"Continental, North Indian, Italian",1600,Indian Rupees(Rs.),Yes,Yes,No,3,3.7,Yellow,Good,792,India
Spaghetti Kitchen,New Delhi,"8 & 9, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1063393,28.6419495,Italian,2000,Indian Rupees(Rs.),Yes,Yes,No,4,3.8,Yellow,Good,601,India
Subway,New Delhi,"37, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1069047,28.6424575,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,No,2,3.5,Yellow,Good,65,India
Swiss Softy,New Delhi,"Lower Ground Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1060471,28.6421787,"Ice Cream, Beverages",250,Indian Rupees(Rs.),No,No,No,1,3.9,Yellow,Good,31,India
The Bubble Tea,New Delhi,"Food Court, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1064068,28.6424882,Beverages,250,Indian Rupees(Rs.),No,No,No,1,3.5,Yellow,Good,35,India
Creambell & Chocoxess,New Delhi,"LG-K06, Oppsite Bata, Lower Ground Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1064559,28.6423578,"Ice Cream, Desserts",200,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Hang Out,New Delhi,"3rd Floor, Pacific Mall, Opposite Unisex Saloon, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1065198,28.6421902,"Italian, Continental, Fast Food, North Indian",1000,Indian Rupees(Rs.),Yes,No,No,3,0.0,White,Not rated,3,India
Mx Corn,New Delhi,"Food Court, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",77.1064741,28.6423346,Fast Food,100,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
The Belgian Fries Company,New Delhi,"2nd Floor, Food Court, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",0.0,0.0,"European, American, Street Food",400,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Al-Sameer,New Delhi,"39 & 40, Arakashan Road, Paharganj, New Delhi",Paharganj,77.21546111,28.64599167,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,No,No,1,2.9,Orange,Average,5,India
Allure,New Delhi,"65, D.B. Gupta Road, Paharganj, New Delhi",Paharganj,77.21439444,28.64486111,"North Indian, Chinese, Finger Food",600,Indian Rupees(Rs.),No,No,No,2,2.8,Orange,Average,6,India
BarShala,New Delhi,"4, New Delhi Airport Express Mall, Opposite New Delhi Railway Station, Ajmeri Gate, Near Paharganj, New Delhi",Paharganj,77.224386,28.641786,Finger Food,600,Indian Rupees(Rs.),No,No,No,2,3.1,Orange,Average,14,India
Bikaner House,New Delhi,"1604, Main Bazar, Paharganj, New Delhi",Paharganj,77.2110097,28.6407217,"North Indian, Street Food, Fast Food, Chinese, South Indian, Mithai",500,Indian Rupees(Rs.),No,No,No,2,3.0,Orange,Average,4,India
Cafe Coffee Day,New Delhi,"Ground Floor, New Delhi Metro Station, Paharganj, New Delhi",Paharganj,77.22227074,28.6429341,Cafe,450,Indian Rupees(Rs.),No,No,No,1,2.7,Orange,Average,16,India
Cafe CoffeeCo,New Delhi,"5111, Main Market, Gali Thanedarwali, Paharganj, New Delhi",Paharganj,77.2113691,28.6406664,Cafe,350,Indian Rupees(Rs.),No,No,No,1,3.4,Orange,Average,21,India
Cafe Festa,New Delhi,"1832, Laxmi Narain Street, Chuna Mandi, Paharganj, New Delhi",Paharganj,77.2102911,28.6409218,"Cafe, North Indian, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,2,3.2,Orange,Average,38,India
Cheers Lounge Bar,New Delhi,"Plot 1, Block 88 A, Krishna Market, Main Bazaar, Paharganj, New Delhi",Paharganj,77.2104708,28.6402223,"North Indian, Chinese",1100,Indian Rupees(Rs.),Yes,No,No,3,2.8,Orange,Average,8,India
Chowmein Hut,New Delhi,"1346, Sangarashan, Paharganj, New Delhi",Paharganj,77.21226389,28.64379167,Chinese,200,Indian Rupees(Rs.),No,No,No,1,2.9,Orange,Average,4,India
Club India Cafe & Restaurant,New Delhi,"4797, 2nd Floor, 6 Tooti Chowk, Paharganj, New Delhi",Paharganj,77.21339095,28.64084258,"North Indian, Fast Food, Chinese, Japanese, Asian, Italian",900,Indian Rupees(Rs.),Yes,No,No,2,2.9,Orange,Average,32,India
Domino's Pizza,New Delhi,"Plot 8, Desh Bandhu Gupta Road, Paharganj, New Delhi",Paharganj,77.21074697,28.64558376,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,2,3.1,Orange,Average,29,India
Everest Bakery Cafe,New Delhi,"899, Chandiwaali Galli, Main Bazar, Paharganj, New Delhi",Paharganj,77.21537778,28.64251389,"Cafe, Fast Food, Asian, Italian",700,Indian Rupees(Rs.),No,No,No,2,2.8,Orange,Average,19,India
Everest Kitchen,New Delhi,"1171-1175, Main Market, Paharganj, New Delhi",Paharganj,77.21334167,28.64106944,"North Indian, Chinese, Tibetan, Italian, Fast Food",550,Indian Rupees(Rs.),No,No,No,2,3.2,Orange,Average,18,India
Exotic Rooftop Restaurant,New Delhi,"4792, Main Bazar, 6 Tooti Chowk, Paharganj, New Delhi",Paharganj,77.21350629,28.64102619,"Chinese, Thai, Seafood, North Indian, Italian",600,Indian Rupees(Rs.),No,Yes,No,2,3.0,Orange,Average,5,India
Flavours,New Delhi,"7972, Arakshan Road, Paharganj, New Delhi",Paharganj,77.21406352,28.64601747,"North Indian, Chinese, South Indian",500,Indian Rupees(Rs.),No,No,No,2,2.9,Orange,Average,11,India
Gagan Assam Bengal Restaurant,New Delhi,"7974, Arakashan Road, Paharganj, New Delhi",Paharganj,77.21419964,28.64588388,"North Indian, Bengali",300,Indian Rupees(Rs.),No,No,No,1,2.9,Orange,Average,7,India
Gold Resto Bar,New Delhi,"4350, Main Bazaar, Paharganj, New Delhi",Paharganj,77.21711855,28.6417221,"North Indian, Chinese",850,Indian Rupees(Rs.),Yes,No,No,2,2.9,Orange,Average,8,India
Grand Madras Cafe,New Delhi,"8301/4, Multani Dhanda, Paharganj, New Delhi",Paharganj,77.21133538,28.64665684,South Indian,250,Indian Rupees(Rs.),No,No,No,1,2.9,Orange,Average,4,India
Green Chilli,New Delhi,"Roxy Hotel, 2351, Raj Guru Road, Chuna Mandi, Paharganj, New Delhi",Paharganj,77.21048,28.6418801,"North Indian, Chinese, Continental",800,Indian Rupees(Rs.),Yes,No,No,2,2.8,Orange,Average,17,India
Gurdev Punjabi Restaurant,New Delhi,"8563, Arakashan Road, Paharganj, New Delhi",Paharganj,77.21650167,28.64538,North Indian,200,Indian Rupees(Rs.),No,No,No,1,3.0,Orange,Average,8,India
Haji Irshad Biryani Centre,New Delhi,"BB-94, Amar Puri, Nabi Karim, Paharganj, New Delhi",Paharganj,77.20943915,28.62486609,Biryani,200,Indian Rupees(Rs.),No,No,No,1,3.0,Orange,Average,6,India
Hungerzz Grill,New Delhi,"Gali 4, Multani Dhanda, Near Hotel R, Paharganj, New Delhi",Paharganj,0.0,0.0,Fast Food,250,Indian Rupees(Rs.),No,No,No,1,3.0,Orange,Average,4,India
Janta Sweets,New Delhi,"9360 61/8, Multani Dhanda",Paharganj,77.21159454,28.64754161,"Street Food, Mithai",200,Indian Rupees(Rs.),No,No,No,1,3.0,Orange,Average,9,India
Khosla Cafe,New Delhi,"5024, Main Bazaar, Paharganj, New Delhi",Paharganj,77.2112792,28.6407474,"North Indian, Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,1,3.2,Orange,Average,18,India
King Bar & Restaurant,New Delhi,"7/7, Desh Bandhu Gupta Road, Paharganj, New Delhi",Paharganj,77.21226476,28.64533983,"North Indian, Chinese, Continental",900,Indian Rupees(Rs.),Yes,No,No,2,3.0,Orange,Average,10,India
Le Fairway Restaurant & Bar,New Delhi,"Hotel Le Roi 2206, Rajguru Road, Chuna Mandi, Paharganj, New Delhi",Paharganj,77.21077781,28.64423731,"North Indian, Continental",1000,Indian Rupees(Rs.),Yes,No,No,3,3.1,Orange,Average,17,India
Madan Cafe & Restaurant,New Delhi,"1601, Main Bazaar, Paharganj, New Delhi",Paharganj,77.21124167,28.640825,"North Indian, Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,1,3.1,Orange,Average,28,India
Malhotra Restaurant,New Delhi,"1833-34, Laxmi Narain Street, Chuna Mandi, Paharganj, New Delhi",Paharganj,77.2103809,28.64102,"North Indian, Chinese, Continental, Italian",800,Indian Rupees(Rs.),Yes,No,No,2,2.9,Orange,Average,32,India
Metropolis Bar,New Delhi,"1634, Main Bazaar, Paharganj, New Delhi",Paharganj,77.21045556,28.64062222,"Chinese, Continental, North Indian",700,Indian Rupees(Rs.),No,No,No,2,3.0,Orange,Average,22,India
Mikky Restaurant,New Delhi,"2-3, Ram Nagar Market, Paharganj, New Delhi",Paharganj,77.21796833,28.64574667,North Indian,800,Indian Rupees(Rs.),No,No,No,2,2.8,Orange,Average,18,India
Mourya Sweets Chat Bhandar,New Delhi,"9922 23/5, Multani Dhanda, Paharganj, New Delhi",Paharganj,77.20978611,28.64710556,"Fast Food, Chinese, Mithai, Street Food",200,Indian Rupees(Rs.),No,No,No,1,2.9,Orange,Average,4,India
My Bar & Restaurant,New Delhi,"5136, Main Bazaar, Near Rama Krishna Ashram Metro Station, Paharganj, New Delhi",Paharganj,77.2107852,28.640745,"North Indian, Chinese, Italian, Continental",700,Indian Rupees(Rs.),No,No,No,2,3.2,Orange,Average,679,India
My Love Restaurant & Bar,New Delhi,"23-B, Panchkuian Road, Near RK Ashram Marg Metro Station, Paharganj, New Delhi",Paharganj,77.2094826,28.638784,"North Indian, Mughlai, Chinese",1000,Indian Rupees(Rs.),Yes,No,No,3,2.7,Orange,Average,19,India
Organic German Bakeshop - Brown Bread Bakery,New Delhi,"5084-A, Ajay Guest House, Opposite Khanna Cinema, Main Bazar, Paharganj, New Delhi",Paharganj,77.2122674,28.6408418,"Fast Food, Continental, Italian, Bakery",600,Indian Rupees(Rs.),No,No,No,2,3.2,Orange,Average,22,India
